:ID,name,:LABEL,pmid,pmcid,fetching_date,cui,normalized_name,normalization_source,url
e5ad0aee-7834-466f-ace8-16d69563e238,gastric cancer,CANCER,40788742,40788742,2025-08-18 15:46:55.212,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
46ecd34b-d5f4-4cb7-b12f-a62e221d4dd4,patients,ORGANISM,40788742,40788742,2025-08-18 15:46:55.212,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
9719e9de-0066-46d0-a0b7-82401d1a127c,disease,CANCER,40788742,40788742,2025-08-18 15:46:55.212,C0012634,Disease,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012634
3e37b07e-1d5e-4082-b2f7-4d3c138a8d7d,gastric cancer patients,CANCER,40788742,40788742,2025-08-18 15:46:55.212,C3533302,Functional assessment of cancer therapy for patients with gastric cancer questionnaire - version 4,LNC,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3533302
73394e94-4375-4590-a1e3-0b2e3c345c50,cell line,CELL,40787830,40787830,2025-08-18 15:46:55.317,C0007600,Cultured Cell Line,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007600
31467fc7-4651-4dfb-92b7-953927f9a01d,tumor cell,CELL,40787830,40787830,2025-08-18 15:46:55.317,C5551176,Tumor cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5551176
2b358a81-a0ec-4605-894c-5e73d7c88899,quinazolinones,SIMPLE_CHEMICAL,40787830,40787830,2025-08-18 15:46:55.317,C1720912,Quinazolinones,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1720912
8241afee-d242-4b77-b91a-79c1cb968e87,cell,CELL,40787830,40787830,2025-08-18 15:46:55.317,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
cba3f1ba-9f94-4633-8c8c-e396d0c50d3c,myeloid cell leukemia sequence 1 protein,CELL,40787830,40787830,2025-08-18 15:46:55.317,C1510444,Myeloid Cell Leukemia Sequence 1 Protein,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1510444
a74f742c-ad64-4b0f-9085-eebc886f7d72,extracellular signal-regulated map kinases map kinase signaling,GENE_OR_GENE_PRODUCT,40787830,40787830,2025-08-18 15:46:55.317,C0600388,Extracellular Signal Regulated Kinases,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0600388
19b4648e-7fd1-4315-abdc-299ce7b7239b,halofuginone,SIMPLE_CHEMICAL,40787830,40787830,2025-08-18 15:46:55.317,C0062095,halofuginone,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0062095
04813176-f7b1-4c67-b391-c103c657a3bb,gastric cancer cells,CELL,40787830,40787830,2025-08-18 15:46:55.317,C4076910,GMBP1 peptide,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4076910
9fd8e990-fe04-4108-a1ab-e34a66363673,trametinib,SIMPLE_CHEMICAL,40787830,40787830,2025-08-18 15:46:55.317,C2697961,trametinib,RXNORM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2697961
f5130d74-fe0e-4b6c-8e17-3e52c9a401b2,erk,GENE_OR_GENE_PRODUCT,40787830,40787830,2025-08-18 15:46:55.317,C0752312,Mitogen-Activated Protein Kinases,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0752312
185d188a-4efa-4177-b92f-28b8130a0f10,cisplatin,SIMPLE_CHEMICAL,40785690,40785690,2025-08-18 15:46:55.403,C0008838,cisplatin,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0008838
70ad5de4-efd2-4484-a581-62495ac53cbf,tumor,CANCER,40785690,40785690,2025-08-18 15:46:55.403,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
dccf584e-f1a6-4140-a8fa-759cae32c4f6,dna,CELLULAR_COMPONENT,40785690,40785690,2025-08-18 15:46:55.403,C0012854,DNA,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012854
17f7030c-e0e0-4178-b056-48ee447a0637,membrane,CELLULAR_COMPONENT,40785690,40785690,2025-08-18 15:46:55.403,C0025255,Membrane Tissue,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025255
d8270427-96c3-4187-a3c5-6d1591688956,mitochondrial,CELLULAR_COMPONENT,40785690,40785690,2025-08-18 15:46:55.403,C0887941,Mitochondrial Inheritance,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0887941
f045e01f-7a85-4ab0-97cd-b0ceda8f59c9,esomeprazole,SIMPLE_CHEMICAL,40785690,40785690,2025-08-18 15:46:55.403,C0937846,esomeprazole,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0937846
3d9a6e41-e23f-47df-a02c-3d81cc70608c,mitochondrial membrane,CELLULAR_COMPONENT,40785690,40785690,2025-08-18 15:46:55.403,C0596952,Mitochondrial Membranes,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0596952
c168bd9c-29cb-4333-9a03-53494ba47997,ppis,CANCER,40785690,40785690,2025-08-18 15:46:55.403,C0613962,phosphatidylinositol-inositol exchange enzyme,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0613962
67aff65c-757a-4d6f-abeb-386b6e64fc2b,cancer cell,CELL,40785690,40785690,2025-08-18 15:46:55.403,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
8582f2dc-f06e-4a4d-ad6e-b2c37bdda915,annexin v,GENE_OR_GENE_PRODUCT,40785690,40785690,2025-08-18 15:46:55.403,C0215273,annexin V receptor,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0215273
db27328e-ca97-4a16-b4d6-1ac5c96b9553,parp,GENE_OR_GENE_PRODUCT,40785690,40785690,2025-08-18 15:46:55.403,C0032405,Poly(ADP-ribose) Polymerases,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0032405
4d01e642-16de-422e-a2ba-0dfbb31f741d,8-oxo-dg,SIMPLE_CHEMICAL,40785690,40785690,2025-08-18 15:46:55.403,C0050078,8-Hydroxy-2'-Deoxyguanosine,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0050078
3821340b-d30e-4ce5-a8e5-aae6390f1272,atm,GENE_OR_GENE_PRODUCT,40785690,40785690,2025-08-18 15:46:55.403,C0919524,ATM gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0919524
94fe48f0-6205-4de6-a3de-b59cefc3bc23,tos,CANCER,40785690,40785690,2025-08-18 15:46:55.403,C4287700,TOS-80T,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4287700
b737dfac-fa48-43f2-b94f-7635c49eefe9,h2ax,GENE_OR_GENE_PRODUCT,40785690,40785690,2025-08-18 15:46:55.403,C1415406,H2AX gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1415406
9d92bad3-e8bf-45fc-b838-3ff5c39571bf,ci,SIMPLE_CHEMICAL,40785690,40785690,2025-08-18 15:46:55.403,C0021610,Inspiratory Capacity,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0021610
2e86603e-cc54-4568-8695-1fd5919bdac5,gastric carcinoma cells,CANCER,40785690,40785690,2025-08-18 15:46:55.403,C2010505,carcinoma of stomach with osteoclast-like giant cells,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2010505
585870cc-624f-41a4-b5d7-e44caa8a62c6,neutrophils,CELL,40783730,40783730,2025-08-18 15:46:55.531,C0027950,neutrophil,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027950
bf68b099-d24b-422f-884b-4aa7e399f614,muscle,ORGAN,40783730,40783730,2025-08-18 15:46:55.531,C4083049,Muscle (organ),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4083049
c9a758a3-c32a-4df3-b730-3278c008dbef,skeletal adult,PATHOLOGICAL_FORMATION,40783730,40783730,2025-08-18 15:46:55.531,C0411962,Skeletal survey - adult,RCD,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0411962
6a201f67-f0f9-4adb-a9e0-d7dbafff0997,cachexia,CANCER,40783730,40783730,2025-08-18 15:46:55.531,C0006625,Cachexia,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006625
bdff2b2a-4f87-4bcb-beba-2f4e69e84dbe,cxi,GENE_OR_GENE_PRODUCT,40783730,40783730,2025-08-18 15:46:55.531,C3710845,N-(2-(piperidin-1-yl)phenyl)-2-(thiophen-2-yl)-1H-benzo(d)imidazole-4-carboxamide,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3710845
8e264114-0fc5-4ae5-b50c-883c9b975bd4,cancer cachexia,CANCER,40783730,40783730,2025-08-18 15:46:55.531,C1391732,Malignant cachexia,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1391732
6e5685e3-cbca-4467-8d7a-65d6c083b558,aged,GENE_OR_GENE_PRODUCT,40779780,40779780,2025-08-18 15:46:55.618,C1999167,Old age,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1999167
86804292-7e7f-482a-8353-89dc10162b5e,extracellular signal-regulated kinase,IMMATERIAL_ANATOMICAL_ENTITY,40777970,40777970,2025-08-18 15:46:55.706,C0246486,extracellular signal-regulated kinase 3,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0246486
a9d2e964-30d0-4f10-9791-66759fbb0d86,semaphorin 6d,GENE_OR_GENE_PRODUCT,40777970,40777970,2025-08-18 15:46:55.706,C2351127,"semaphorin 6D, zebrafish",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2351127
6dadaccf-fba3-4621-bab7-8a41cf62640e,sema6d,GENE_OR_GENE_PRODUCT,40777970,40777970,2025-08-18 15:46:55.706,C1539745,SEMA6D gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1539745
425964a3-525e-4b08-b95e-8f17c4019b33,phosphatidylinositol 3-kinase/protein kinase,SIMPLE_CHEMICAL,40777970,40777970,2025-08-18 15:46:55.706,C5907299,phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5907299
4d1bc607-bb68-4f90-842d-b8be20fbd50a,b/mammalian,GENE_OR_GENE_PRODUCT,40777970,40777970,2025-08-18 15:46:55.706,C2754134,mammalian spliceosomal complex B,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2754134
67cbcac8-8662-4d69-ba99-a604284b68c5,tumor-infiltrating tumor,CANCER,40777025,40777025,2025-08-18 15:46:55.794,C0079722,"Lymphocytes, Tumor-Infiltrating",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079722
8839f948-840f-412a-b5bf-5daafe6e6140,gpcrs,GENE_OR_GENE_PRODUCT,40775711,40775711,2025-08-18 15:46:55.880,C1517369,GPCR Signaling Pathway,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1517369
8e343801-398e-4161-ac0b-b39fdfc69f1f,humans,ORGANISM,40775711,40775711,2025-08-18 15:46:55.880,C0086418,Homo sapiens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0086418
da05547e-8d9f-4fb8-9f69-f244b0df6a8a,cancers,CANCER,40775711,40775711,2025-08-18 15:46:55.880,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
a3399bb7-f74e-4d14-9d30-e7108ed14f3a,gc,CANCER,40775711,40775711,2025-08-18 15:46:55.880,C1367452,GC gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1367452
2c77b327-2274-4637-8643-fc81ed607847,klf9,GENE_OR_GENE_PRODUCT,40775648,40775648,2025-08-18 15:46:55.980,C1537487,KLF9 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1537487
d0d24ae0-1904-4dde-ba01-64eeda00d6df,platinum,SIMPLE_CHEMICAL,40775648,40775648,2025-08-18 15:46:55.980,C0032207,platinum,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0032207
02055730-b125-4b07-a6a6-8776a0bf5330,integrin subunit alpha v,GENE_OR_GENE_PRODUCT,40775431,40775431,2025-08-18 15:46:56.069,C1416494,ITGAV gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1416494
0c634a04-d5a3-4cc3-9701-5fa44cb83321,integrin receptor,GENE_OR_GENE_PRODUCT,40775431,40775431,2025-08-18 15:46:56.069,C0021701,Integrins,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0021701
f929f657-e009-4462-916a-bb81954dcb6e,tissue,TISSUE,40775431,40775431,2025-08-18 15:46:56.069,C0040300,Body tissue,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0040300
4547d260-071d-4bfe-b269-ea45c0ba0676,immune cell,CELL,40775431,40775431,2025-08-18 15:46:56.069,C4330475,Immune Cell,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4330475
08ab649f-bc5c-4d70-a8cf-4971546be0bf,emc,CANCER,40775431,40775431,2025-08-18 15:46:56.069,C1275278,Extraskeletal Myxoid Chondrosarcoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1275278
a852a23a-8853-420c-a38c-d1535118709e,calcium,SIMPLE_CHEMICAL,40775351,40775351,2025-08-18 15:46:56.169,C0006675,calcium,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006675
ced8550c-304c-4cf8-970a-0c69a9d0be77,mice,ORGANISM,40775351,40775351,2025-08-18 15:46:56.169,C0025914,House mice,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025914
1becb378-cf96-4cbe-a53b-b9b4305f0e4c,pvt1,GENE_OR_GENE_PRODUCT,40775351,40775351,2025-08-18 15:46:56.169,C0812285,PVT1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0812285
fc37d627-90f8-43e7-a530-1da6059957fb,tans,CANCER,40775351,40775351,2025-08-18 15:46:56.169,C0302595,Skin tanning,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0302595
9cd90315-7ec1-4181-896b-3c8948a64e63,tumor lymphatic,MULTI_TISSUE_STRUCTURE,40775258,40775258,2025-08-18 15:46:56.262,C0545068,"Tumor thrombus, lymphatic",SNM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0545068
650c45ba-ba4e-4698-993a-9b9309963a92,claudin,GENE_OR_GENE_PRODUCT,40775258,40775258,2025-08-18 15:46:56.262,C2718006,Claudins,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2718006
758541c1-b7a2-45b0-a02b-7fdf5ad65cb1,esophageal cancer gastric cancer,CANCER,40775258,40775258,2025-08-18 15:46:56.262,C4763619,First Degree Family History of Esophageal or Gastric Esophageal Cancer,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4763619
bbe82dba-e59a-4465-ae04-cbaf5959fcc5,cldn18.2,GENE_OR_GENE_PRODUCT,40775258,40775258,2025-08-18 15:46:56.262,C4725710,Claudin-18 Isoform A2,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4725710
a003f201-1d4f-4c05-971e-6bd502021ff4,esophageal (,PATHOLOGICAL_FORMATION,40775258,40775258,2025-08-18 15:46:56.262,C0014852,Esophageal Diseases,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0014852
aadfa866-b23e-4eac-98c4-aace4992aaaa,eac,CANCER,40775258,40775258,2025-08-18 15:46:56.262,C1120724,EAC regimen,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1120724
f11e4938-aea5-4cfd-ad08-6f298e22f1f7,gastric adenocarcinoma,CANCER,40775258,40775258,2025-08-18 15:46:56.262,C0278701,Gastric Adenocarcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0278701
008ac9f4-d823-4713-a250-124e79c7f685,gac,SIMPLE_CHEMICAL,40775258,40775258,2025-08-18 15:46:56.262,C1415112,GLS gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1415112
